teacherid,year,mathscore,numaides,treatment,schoolid,grade,yr1_treatment
30159,2016,1219.92,4,1,22,3,2005
30160,2016,1101.84,4,1,23,3,2010
30161,2016,1070.4667,2,0,23,3,0
30162,2016,1084.9333,4,1,23,3,2012
30163,2016,1109.8438,2,0,23,3,0
30164,2016,1046.8,2,0,23,3,0
30165,2016,1058.1482,4,1,24,3,2005
30166,2016,1069.7813,2,0,24,3,0
30167,2016,1142.8636,4,1,24,3,2012
30168,2016,993.64001,2,0,24,3,0
30169,2016,1166.5518,2,0,24,3,0
30170,2016,1229.4348,4,1,25,3,2006
30171,2016,1210.7307,2,0,25,3,0
30172,2016,1209.9333,2,0,25,3,0
30173,2016,1126.5938,4,1,25,3,2006
30174,2016,1122.24,4,1,25,3,2007
30175,2016,1168.2593,2,0,26,3,0
30176,2016,1118.3226,4,1,26,3,2004
30177,2016,1257.762,2,0,26,3,0
30178,2016,1137.7826,2,0,26,3,0
30179,2016,1291.1852,2,0,26,3,0
30180,2016,1260.2188,4,1,27,3,2005
30181,2016,967.67999,2,0,27,3,0
30182,2016,977,2,0,27,3,0
30183,2016,1105.7858,4,1,27,3,2007
30184,2016,1148.1666,2,0,28,3,0
30185,2016,1233.4688,4,1,28,3,2004
30186,2016,1272.2813,4,1,28,3,2006
30187,2016,1262.2413,2,0,28,3,0
30188,2016,1151,4,1,29,3,2012
30189,2016,1112.24,2,0,29,3,0
30190,2016,1230.762,2,0,29,3,0
30191,2016,1282.826,4,1,29,3,2010
30192,2016,1119.381,4,1,29,3,2010
30193,2016,1242.16,4,1,29,3,2012
30194,2016,1136.8636,2,0,29,3,0
30195,2016,1256.2858,2,0,30,3,0
30196,2016,1226.5601,4,1,30,3,2004
30197,2016,1106.1818,2,0,30,3,0
30198,2016,1116,2,0,30,3,0
30199,2016,1370.25,4,1,30,3,2008
30200,2016,1149.4546,2,0,30,3,0
30201,2016,1122.6129,2,0,30,3,0
30202,2016,991.40912,2,0,31,3,0
30203,2016,1227.25,4,1,31,3,2004
30204,2016,1062.9286,4,1,31,3,2004
30205,2016,1064.4482,4,1,31,3,2008
30206,2016,1117.5,4,1,31,3,2009
30207,2016,1103.4783,2,0,32,3,0
30208,2016,1148.6296,4,1,32,3,2006
30209,2016,1137.2858,4,1,32,3,2009
30210,2016,1010.6957,2,0,32,3,0
30211,2016,1075.5652,2,0,32,3,0
30212,2016,1070.5,2,0,32,3,0
30213,2016,1053.3636,2,0,32,3,0
30214,2016,1159.1379,2,0,33,3,0
30215,2016,1160.1666,2,0,33,3,0
30216,2016,1207.4445,2,0,33,3,0
30217,2016,1335.381,4,1,33,3,2006
30218,2016,1095.9048,2,0,33,3,0
30219,2016,1104.8462,4,1,34,3,2007
30220,2016,1115.5483,4,1,34,3,2004
30221,2016,1151,2,0,34,3,0
30222,2016,1126.9131,4,1,34,3,2011
30223,2016,1013.5625,2,0,34,3,0
30224,2016,996.04761,2,0,35,3,0
30225,2016,1081.1305,4,1,35,3,2004
30226,2016,1047.0416,2,0,35,3,0
30227,2016,1147.5601,4,1,35,3,2005
30228,2016,1211.4,4,1,35,3,2011
30229,2016,1140.5909,2,0,35,3,0
30230,2016,1206.9688,4,1,36,3,2012
30231,2016,1218.8334,2,0,36,3,0
30232,2016,1141.2693,2,0,36,3,0
30233,2016,1263.4231,2,0,36,3,0
30234,2016,1226,2,0,36,3,0
30235,2016,1142.5,2,0,37,3,0
30236,2016,1134.04,4,1,37,3,2009
30237,2016,1302.9091,4,1,37,3,2007
30238,2016,1266.5,4,1,37,3,2008
30239,2016,1091.24,2,0,37,3,0
30240,2016,1112.1852,2,0,38,3,0
30241,2016,1178.1666,2,0,38,3,0
30242,2016,1165.7273,4,1,38,3,2012
30243,2016,1116.4828,2,0,38,3,0
30244,2016,1202.4839,2,0,38,3,0
30245,2016,1216.7778,4,1,38,3,2006
30246,2016,1126.5652,2,0,39,3,0
30247,2016,1174.96,4,1,39,3,2012
30248,2016,1191.6207,2,0,39,3,0
30249,2016,1327.25,4,1,39,3,2006
30250,2016,1174.9048,4,1,40,3,2009
30251,2016,1124.0476,4,1,40,3,2008
30252,2016,1131,2,0,40,3,0
30253,2016,1185.3334,4,1,40,3,2004
30254,2016,1198.3182,2,0,40,3,0
30255,2016,1188.7142,2,0,40,3,0
30256,2016,1266.5217,4,1,41,3,2007
30257,2016,1172.6538,2,0,41,3,0
30258,2016,1090.7084,2,0,41,3,0
30259,2016,1259.1786,4,1,41,3,2007
30260,2016,1298.6563,4,1,42,3,2010
30261,2016,1191.6897,4,1,42,3,2012
30262,2016,1219.4584,2,0,42,3,0
30263,2016,1175.0952,2,0,42,3,0
30264,2016,1149.9091,2,0,42,3,0
30265,2016,1194.6086,2,0,42,3,0
30266,2016,1051,2,0,42,3,0
30267,2016,1226.16,4,1,43,3,2010
30268,2016,1041.3462,2,0,43,3,0
30269,2016,1208.5652,2,0,43,3,0
30270,2016,1193.2727,4,1,43,3,2005
30271,2016,1163.76,2,0,43,3,0
30272,2016,1203.931,4,1,43,3,2004
30273,2016,1195.4348,2,0,43,3,0
30274,2016,1308.2307,4,1,44,3,2009
30275,2016,1162.2667,2,0,44,3,0
30276,2016,1155.5358,2,0,44,3,0
30277,2016,1268.3226,4,1,44,3,2007
40001,2016,1226.2609,2,0,1,4,0
40002,2016,1161.0385,4,1,2,4,2011
40003,2016,1280.4348,2,0,3,4,0
40004,2016,1177.381,4,1,4,4,2011
40005,2016,1302.5,2,0,5,4,0
40006,2016,1090.5601,2,0,6,4,0
40007,2016,1237.2693,2,0,7,4,0
40008,2016,1139.037,5,1,8,4,2005
40009,2016,1185.8518,2,0,9,4,0
40010,2016,1227.6666,2,0,10,4,0
40011,2016,1188.5714,2,0,11,4,0
40012,2016,1159.7742,4,1,12,4,2008
40013,2016,1097.5,2,0,13,4,0
40014,2016,1139.0741,4,1,14,4,2012
40015,2016,1238.5834,4,1,15,4,2010
40016,2016,1000.2083,4,1,16,4,2006
40017,2016,1205.2307,4,1,17,4,2005
40018,2016,1163.25,2,0,18,4,0
40019,2016,1155.4584,2,0,19,4,0
40020,2016,1249.2258,4,1,20,4,2009
40021,2016,1088.5,2,0,21,4,0
40022,2016,1116.0416,2,0,22,4,0
40023,2016,1193.6,4,1,23,4,2012
40024,2016,1232.1305,4,1,24,4,2010
40025,2016,1134.2307,4,1,25,4,2009
40026,2016,1135.2084,2,0,26,4,0
40027,2016,1142.5,2,0,27,4,0
40028,2016,1145.4814,2,0,28,4,0
40029,2016,1130,2,0,29,4,0
40030,2016,1179.4063,2,0,30,4,0
40031,2016,1264.4814,4,1,31,4,2012
40032,2016,1197.375,2,0,32,4,0
40033,2016,1195.5161,2,0,33,4,0
40034,2016,1239.25,4,1,34,4,2005
40035,2016,1123.0454,4,1,35,4,2010
40036,2016,1160.7391,1,0,36,4,0
40037,2016,1173.3572,2,0,37,4,0
40038,2016,1148.2903,4,1,38,4,2006
40039,2016,1196.125,4,1,39,4,2007
40040,2016,1146.6,2,0,40,4,0
40041,2016,1201.6154,4,1,41,4,2007
40042,2016,1182.037,2,0,42,4,0
40043,2016,1008.8461,2,0,43,4,0
40044,2016,1127.7587,2,0,44,4,0
40045,2016,1095.8387,2,0,1,4,0
40046,2016,1135.2813,2,0,1,4,0
40047,2016,1132.1034,2,0,1,4,0
40048,2016,1199.9259,4,1,1,4,2008
40049,2016,1212.2916,4,1,1,4,2009
40050,2016,1147.7273,2,0,1,4,0
40051,2016,1330.7826,4,1,1,4,2006
40052,2016,1196.8518,4,1,2,4,2010
40053,2016,1212.9259,4,1,2,4,2006
40054,2016,1014.3,4,1,2,4,2010
40055,2016,1201.8064,2,0,2,4,0
40056,2016,1224.5,4,1,3,4,2004
40057,2016,1239.72,4,1,3,4,2012
40058,2016,1164.75,4,1,3,4,2012
40059,2016,1145.9565,4,1,3,4,2009
40060,2016,1196.5667,4,1,3,4,2009
40061,2016,1095.7931,2,0,3,4,0
40062,2016,1151.9524,5,1,3,4,2010
40063,2016,1207.8182,2,0,4,4,0
40064,2016,1157.4667,2,0,4,4,0
40065,2016,1223.9131,2,0,4,4,0
40066,2016,1186.7826,2,0,4,4,0
40067,2016,1149.7778,2,0,4,4,0
40068,2016,1298.0385,4,1,4,4,2006
40069,2016,1233.8334,4,1,4,4,2004
40070,2016,1186.5667,4,1,5,4,2010
40071,2016,1175,2,0,5,4,0
40072,2016,1167,4,1,5,4,2006
40073,2016,1140.7,2,0,5,4,0
40074,2016,1109.0476,2,0,5,4,0
40075,2016,1053.0625,2,0,5,4,0
40076,2016,1093.3103,2,0,6,4,0
40077,2016,1158.6818,4,1,6,4,2008
40078,2016,1174.871,2,0,6,4,0
40079,2016,1228.8572,2,0,6,4,0
40080,2016,1133.125,4,1,6,4,2011
40081,2016,1247.6538,2,0,6,4,0
40082,2016,1174.3448,4,1,6,4,2006
40083,2016,1229.2222,2,0,7,4,0
40084,2016,1165.2174,2,0,7,4,0
40085,2016,1222.2609,2,0,7,4,0
40086,2016,1180.0476,2,0,7,4,0
40087,2016,1190.0667,2,0,7,4,0
40088,2016,1158.08,2,0,8,4,0
40089,2016,1202.2759,4,1,8,4,2012
40090,2016,1206,4,1,8,4,2005
40091,2016,1028.6957,2,0,8,4,0
40092,2016,1201.4762,2,0,8,4,0
40093,2016,1200.7778,4,1,9,4,2011
40094,2016,1059.7037,2,0,9,4,0
40095,2016,1048.3846,4,1,9,4,2009
40096,2016,1208.625,2,0,9,4,0
40097,2016,1128.6072,4,1,9,4,2005
40098,2016,1184,2,0,9,4,0
40099,2016,1131.7037,4,1,9,4,2004
40100,2016,1297.6666,4,1,10,4,2004
40101,2016,1186.0416,2,0,10,4,0
40102,2016,1086,2,0,10,4,0
40103,2016,1376.72,4,1,10,4,2008
40104,2016,1132.1428,2,0,11,4,0
40105,2016,1214.8387,2,0,11,4,0
40106,2016,1289.037,4,1,11,4,2007
40107,2016,1089.2413,2,0,11,4,0
40108,2016,1193.4286,2,0,11,4,0
40109,2016,1052.0909,2,0,12,4,0
40110,2016,1269.069,4,1,12,4,2007
40111,2016,1213.8334,2,0,12,4,0
40112,2016,1277.1666,4,1,12,4,2006
40113,2016,1066.6,2,0,12,4,0
40114,2016,1150.25,2,0,12,4,0
40115,2016,1113.24,2,0,12,4,0
40116,2016,1101.6,2,0,13,4,0
40117,2016,1083.9,2,0,13,4,0
40118,2016,1161.2333,4,1,13,4,2011
40119,2016,1028.3793,2,0,13,4,0
40120,2016,1127.4138,4,1,13,4,2006
40121,2016,1137.2667,2,0,13,4,0
40122,2016,969.16669,4,1,13,4,2007
40123,2016,1139.3438,2,0,14,4,0
40124,2016,1188.7419,4,1,14,4,2010
40125,2016,1152.9678,4,1,14,4,2004
40126,2016,1239.619,3,1,14,4,2009
40127,2016,1275.4138,4,1,14,4,2009
40128,2016,1320.3182,4,1,14,4,2009
40129,2016,1193.963,4,1,14,4,2008
40130,2016,1213.3914,4,1,15,4,2010
40131,2016,1099.5385,2,0,15,4,0
40132,2016,1136.6786,4,1,15,4,2012
40133,2016,1224.5938,4,1,15,4,2007
40134,2016,969.4231,4,1,16,4,2005
40135,2016,1139.8572,4,1,16,4,2006
40136,2016,963.68182,2,0,16,4,0
40137,2016,1073.2307,4,1,16,4,2011
40138,2016,1223.5625,2,0,17,4,0
40139,2016,1141.5834,2,0,17,4,0
40140,2016,1221.4445,4,1,17,4,2008
40141,2016,1107.2142,2,0,17,4,0
40142,2016,1185,4,1,17,4,2009
40143,2016,1241.7916,4,1,17,4,2009
40144,2016,1126.7916,2,0,17,4,0
40145,2016,1170.96,4,1,18,4,2004
40146,2016,1090.0909,2,0,18,4,0
40147,2016,1039.9131,4,1,18,4,2011
40148,2016,1054.5927,4,1,18,4,2011
40149,2016,1068.0869,2,0,18,4,0
40150,2016,1070.1852,2,0,18,4,0
40151,2016,1244.5217,2,0,19,4,0
40152,2016,1138.125,2,0,19,4,0
40153,2016,1270.2273,4,1,19,4,2004
40154,2016,1245.9048,2,0,19,4,0
40155,2016,1111.3462,2,0,19,4,0
40156,2016,1213,4,1,19,4,2006
40157,2016,1116.5,4,1,20,4,2004
40158,2016,1119.7084,2,0,20,4,0
40159,2016,1189.4073,4,1,20,4,2006
40160,2016,1222.6818,2,0,20,4,0
40161,2016,1144.1852,4,1,20,4,2010
40162,2016,1285.4286,4,1,20,4,2007
40163,2016,1223.24,2,0,21,4,0
40164,2016,1226.1364,4,1,21,4,2008
40165,2016,1315.6666,4,1,21,4,2004
40166,2016,1118.7693,2,0,21,4,0
40167,2016,1272.174,4,1,21,4,2008
40168,2016,1261.8387,2,0,21,4,0
40169,2016,1144.875,2,0,21,4,0
40170,2016,1175.2174,2,0,22,4,0
40171,2016,1166.1666,4,1,22,4,2008
40172,2016,1265.7,2,0,22,4,0
40173,2016,1149.5358,2,0,22,4,0
40174,2016,1193.4333,2,0,22,4,0
40175,2016,1177.3636,2,0,22,4,0
40176,2016,1069.3214,2,0,22,4,0
40177,2016,1222.4348,2,0,23,4,0
40178,2016,1137.5333,2,0,23,4,0
40179,2016,1135.0741,4,1,23,4,2005
40180,2016,1226.5313,4,1,23,4,2005
40181,2016,1307.8572,4,1,23,4,2005
40182,2016,1144.0938,2,0,23,4,0
40183,2016,1234.7,2,0,24,4,0
40184,2016,1272,2,0,24,4,0
40185,2016,1144.7142,2,0,24,4,0
40186,2016,1135.1613,4,1,24,4,2011
40187,2016,1084.76,2,0,24,4,0
40188,2016,1130.24,4,1,24,4,2008
40189,2016,1146.8276,4,1,25,4,2007
40190,2016,1265.4091,2,0,25,4,0
40191,2016,999.31818,4,1,25,4,2011
40192,2016,1141.762,4,1,25,4,2006
40193,2016,1202.1923,4,1,26,4,2008
40194,2016,1125.1818,4,1,26,4,2004
40195,2016,1171.4348,4,1,26,4,2010
40196,2016,1186.875,5,1,26,4,2005
40197,2016,1137.3,2,0,26,4,0
40198,2016,1140.0625,2,0,27,4,0
40199,2016,1289.1538,2,0,27,4,0
40200,2016,1277.9667,4,1,27,4,2009
40201,2016,1159.8462,2,0,27,4,0
40202,2016,1231.1305,2,0,27,4,0
40203,2016,1224.4546,2,0,27,4,0
40204,2016,1284.8966,2,0,27,4,0
40205,2016,1146.2,2,0,28,4,0
40206,2016,1156.4546,4,1,28,4,2012
40207,2016,1280.4138,2,0,28,4,0
40208,2016,1025.2903,2,0,28,4,0
40209,2016,1142.3199,2,0,28,4,0
40210,2016,1276.75,4,1,28,4,2005
40211,2016,1091.3478,4,1,29,4,2004
40212,2016,1107.2222,4,1,29,4,2006
40213,2016,1106.4546,4,1,29,4,2008
40214,2016,1157.3478,4,1,29,4,2010
40215,2016,1103.76,2,0,29,4,0
40216,2016,1068.5667,4,1,29,4,2010
40217,2016,1056.5,2,0,29,4,0
40218,2016,1149.1428,4,1,30,4,2004
40219,2016,1199.6786,4,1,30,4,2006
40220,2016,1021.7917,2,0,30,4,0
40221,2016,1179.7813,2,0,30,4,0
40222,2016,1119.2609,2,0,30,4,0
40223,2016,1262.7778,2,0,30,4,0
40224,2016,1098.5217,2,0,31,4,0
40225,2016,1058.8148,2,0,31,4,0
40226,2016,1129.6364,2,0,31,4,0
40227,2016,1168.069,2,0,31,4,0
40228,2016,1122.72,2,0,31,4,0
40229,2016,1307.5667,2,0,31,4,0
40230,2016,1184.28,4,1,32,4,2006
40231,2016,1144.875,2,0,32,4,0
40232,2016,1190.4839,4,1,32,4,2007
40233,2016,1264.4333,4,1,32,4,2006
40234,2016,1261.1,4,1,32,4,2005
40235,2016,1206.25,2,0,32,4,0
40236,2016,1198.4286,4,1,32,4,2010
40237,2016,1168.3,4,1,33,4,2004
40238,2016,1194.9231,4,1,33,4,2004
40239,2016,1239.0322,2,0,33,4,0
40240,2016,1219.9375,2,0,33,4,0
40241,2016,989.80951,2,0,33,4,0
40242,2016,1235.6563,2,0,34,4,0
40243,2016,1069.5625,2,0,34,4,0
40244,2016,1165.5,2,0,34,4,0
40245,2016,1275.7307,2,0,34,4,0
40246,2016,1151.0454,2,0,34,4,0
40247,2016,1189.7037,2,0,34,4,0
40248,2016,1084.9584,4,1,35,4,2011
40249,2016,1102.2581,2,0,35,4,0
40250,2016,1012.4286,4,1,35,4,2005
40251,2016,1117.4166,4,1,35,4,2007
40252,2016,1168.2858,4,1,35,4,2008
40253,2016,1131.6538,2,0,36,4,0
40254,2016,1160.1364,4,1,36,4,2005
40255,2016,1208.9615,4,1,36,4,2009
40256,2016,1329.5769,4,1,36,4,2011
40257,2016,1084.1613,2,0,36,4,0
40258,2016,1103.4482,2,0,36,4,0
40259,2016,1214.931,2,0,36,4,0
40260,2016,1183.5333,2,0,37,4,0
40261,2016,1090.6,4,1,37,4,2006
40262,2016,1186.5,4,1,37,4,2005
40263,2016,1250.8148,4,1,37,4,2010
40264,2016,1150.8,2,0,37,4,0
40265,2016,1252.8636,4,1,38,4,2004
40266,2016,1234.8276,2,0,38,4,0
40267,2016,1267.3793,4,1,38,4,2012
40268,2016,1245.2273,2,0,38,4,0
40269,2016,1185.3572,2,0,38,4,0
40270,2016,1232.0938,4,1,38,4,2011
40271,2016,1230.6801,4,1,38,4,2009
40272,2016,1161.2069,2,0,39,4,0
40273,2016,1092.1852,2,0,39,4,0
40274,2016,1160.8096,4,1,39,4,2012
40275,2016,1156.28,4,1,39,4,2006
40276,2016,1072.5,2,0,39,4,0
40277,2016,1249.963,2,0,39,4,0
40278,2016,1189.2609,4,1,39,4,2005
40279,2016,1108.9048,4,1,40,4,2006
40280,2016,1170.2581,4,1,40,4,2005
40281,2016,1140.1111,2,0,40,4,0
40282,2016,1139.75,2,0,40,4,0
40283,2016,1244.76,4,1,40,4,2007
40284,2016,1281.6129,3,1,41,4,2004
40285,2016,1246.5625,4,1,41,4,2008
40286,2016,1229.2413,4,1,41,4,2006
40287,2016,1102.48,4,1,41,4,2007
40288,2016,1245.2858,2,0,41,4,0
40289,2016,1084.88,2,0,41,4,0
40290,2016,1235.6666,2,0,42,4,0
40291,2016,1069.1923,2,0,42,4,0
40292,2016,1268.6923,4,1,42,4,2008
40293,2016,1249.4091,4,1,42,4,2005
40294,2016,986,4,1,43,4,2011
40295,2016,1052.1379,2,0,43,4,0
40296,2016,1156.6957,2,0,43,4,0
40297,2016,994.47998,2,0,43,4,0
40298,2016,1600,4,,43,4,
40299,2016,1600,4,,43,4,
40300,2016,1600,4,,43,4,
40301,2016,1167,2,0,44,4,0
40302,2016,1132.7667,2,0,44,4,0
40303,2016,1281.2413,4,1,44,4,2005
40304,2016,1221.4091,4,1,44,4,2008
40305,2016,1138.96,4,1,44,4,2011
40306,2016,1121.0476,2,0,44,4,0
40307,2016,1237.2174,4,1,44,4,2011
50001,2016,1241.5518,4,1,1,5,2008
50002,2016,1118.7037,4,1,2,5,2011
50003,2016,1080.6154,2,0,3,5,0
50004,2016,1280.7333,4,1,4,5,2005
50005,2016,1262.52,4,1,5,5,2005
50006,2016,1058.3462,2,0,6,5,0
50007,2016,1204.381,2,0,7,5,0
50008,2016,1199.8,2,0,8,5,0
50009,2016,1358.7142,4,1,9,5,2012
50010,2016,1121.6786,4,1,10,5,2008
50011,2016,1138.36,4,1,11,5,2007
50012,2016,1228.1333,4,1,12,5,2011
50013,2016,1169.375,4,1,13,5,2005
50014,2016,1268.0322,4,1,14,5,2006
50015,2016,1279.5652,4,1,15,5,2009
50016,2016,1256.6154,4,1,16,5,2011
50017,2016,1218.1482,2,0,17,5,0
50018,2016,1135.52,4,1,18,5,2004
50019,2016,1150.4688,2,0,19,5,0
50020,2016,1142.8148,4,1,20,5,2008
50021,2016,1230.3928,2,0,21,5,0
50022,2016,1125.4091,2,0,22,5,0
50023,2016,1296.4166,4,1,23,5,2004
50024,2016,1152.8125,4,1,24,5,2004
50025,2016,1071.963,4,1,25,5,2008
50026,2016,1171.5,4,1,26,5,2010
50027,2016,1199.1818,4,1,27,5,2009
50028,2016,1339.6296,4,1,28,5,2012
50029,2016,1147.5,2,0,29,5,0
50030,2016,1246.0454,4,1,30,5,2012
50031,2016,1112.9642,3,1,31,5,2009
50032,2016,1159.5,2,0,32,5,0
50033,2016,1174.5667,2,0,33,5,0
50034,2016,1186.7858,4,1,34,5,2004
50035,2016,1197.7097,4,1,35,5,2008
50036,2016,1123.7667,2,0,36,5,0
50037,2016,1177.3182,2,0,37,5,0
50038,2016,1165.5938,4,1,38,5,2012
50039,2016,1183.4,2,0,39,5,0
50040,2016,1099.4546,2,0,40,5,0
50041,2016,1220.0869,4,1,41,5,2004
50042,2016,1245.3226,4,1,42,5,2004
50043,2016,1096.3636,2,0,43,5,0
50044,2016,1310.8572,4,1,44,5,2005
50045,2016,1210.2963,4,1,1,5,2012
50046,2016,1181.7587,4,1,1,5,2011
50047,2016,1224.3334,4,1,1,5,2010
50048,2016,1053.72,4,1,1,5,2012
50049,2016,1145.7,4,1,1,5,2008
50050,2016,1194.6129,4,1,1,5,2009
50051,2016,1064.4166,4,1,2,5,2010
50052,2016,1096.96,2,0,2,5,0
50053,2016,1146.4667,4,1,2,5,2005
50054,2016,1146.0333,4,1,2,5,2009
50055,2016,1021.28,2,0,2,5,0
50056,2016,1149.125,4,1,2,5,2007
50057,2016,1183.5238,2,0,3,5,0
50058,2016,1271.5,4,1,3,5,2012
50059,2016,1225.4,4,1,3,5,2011
50060,2016,1058.0869,2,0,3,5,0
50061,2016,1251,2,0,3,5,0
50062,2016,1169.0322,4,1,3,5,2012
50063,2016,1107.7727,4,1,3,5,2006
50064,2016,1124.2916,4,1,4,5,2006
50065,2016,1125.8462,2,0,4,5,0
50066,2016,1153.3334,2,0,4,5,0
50067,2016,1178.125,2,0,4,5,0
50068,2016,1266,2,0,5,5,0
50069,2016,1112.5186,4,1,5,5,2006
50070,2016,1297.8572,4,1,5,5,2012
50071,2016,1157.5172,2,0,5,5,0
50072,2016,1039.8387,4,1,6,5,2009
50073,2016,1117.5769,2,0,6,5,0
50074,2016,1103.2727,2,0,6,5,0
50075,2016,1057.3928,2,0,6,5,0
50076,2016,1160.125,2,0,6,5,0
50077,2016,1147.7858,4,1,7,5,2007
50078,2016,1133.762,4,1,7,5,2009
50079,2016,1096.6522,2,0,7,5,0
50080,2016,1180.9584,2,0,7,5,0
50081,2016,1208.0769,4,1,8,5,2011
50082,2016,1075.1818,2,0,8,5,0
50083,2016,1120.5652,4,1,8,5,2004
50084,2016,1332.5927,4,1,8,5,2012
50085,2016,1288.0646,4,1,9,5,2009
50086,2016,1231.1724,2,0,9,5,0
50087,2016,1226.1666,2,0,9,5,0
50088,2016,1123.08,4,1,9,5,2008
50089,2016,1101,2,0,9,5,0
50090,2016,1170.7778,4,1,10,5,2008
50091,2016,1044.8182,2,0,10,5,0
50092,2016,1147.0385,4,1,10,5,2011
50093,2016,1216.5454,2,0,10,5,0
50094,2016,1101.6129,4,1,10,5,2009
50095,2016,982.64514,2,0,11,5,0
50096,2016,1173.6786,4,1,11,5,2010
50097,2016,1161.1111,4,1,11,5,2012
50098,2016,1165.9,4,1,11,5,2004
50099,2016,1148.8077,2,0,11,5,0
50100,2016,1242.1,4,1,12,5,2007
50101,2016,1149.25,2,0,12,5,0
50102,2016,1297.88,5,1,12,5,2006
50103,2016,1148.9678,2,0,12,5,0
50104,2016,1172.0625,2,0,12,5,0
50105,2016,1185.7084,4,1,12,5,2004
50106,2016,1272.75,2,0,13,5,0
50107,2016,1116.5667,4,1,13,5,2006
50108,2016,1170.5,2,0,13,5,0
50109,2016,1304.6897,4,1,13,5,2011
50110,2016,1250.2258,2,0,14,5,0
50111,2016,1252,2,0,14,5,0
50112,2016,1094.5313,2,0,14,5,0
50113,2016,1117.8518,2,0,14,5,0
50114,2016,1180.0834,4,1,14,5,2005
50115,2016,1256.7142,4,1,14,5,2008
50116,2016,1164.64,4,1,14,5,2008
50117,2016,1103.6296,2,0,15,5,0
50118,2016,1243.3793,2,0,15,5,0
50119,2016,1133.2916,2,0,15,5,0
50120,2016,1167.04,2,0,15,5,0
50121,2016,1065.3334,2,0,16,5,0
50122,2016,1288.4348,2,0,16,5,0
50123,2016,1211.1034,4,1,16,5,2012
50124,2016,1218.4399,2,0,16,5,0
50125,2016,1177.2413,4,1,16,5,2005
50126,2016,1201.04,4,1,17,5,2007
50127,2016,1164.871,2,0,17,5,0
50128,2016,1176.5,4,1,17,5,2008
50129,2016,1249.3199,2,0,17,5,0
50130,2016,1195.4482,2,0,17,5,0
50131,2016,1154.8621,4,1,17,5,2007
50132,2016,1165.875,4,1,18,5,2012
50133,2016,1265.2916,4,1,18,5,2008
50134,2016,1158.5601,2,0,18,5,0
50135,2016,1287.875,4,1,18,5,2010
50136,2016,1195.4783,4,1,18,5,2004
50137,2016,1178.9166,4,1,18,5,2005
50138,2016,1122.4091,2,0,18,5,0
50139,2016,1233.375,4,1,19,5,2005
50140,2016,1232.2759,2,0,19,5,0
50141,2016,1298.3438,4,1,19,5,2011
50142,2016,1198.6563,4,1,19,5,2006
50143,2016,1077.6801,2,0,20,5,0
50144,2016,1201.48,4,1,20,5,2010
50145,2016,1079.5769,2,0,20,5,0
50146,2016,1170.12,2,0,20,5,0
50147,2016,1221.16,2,0,21,5,0
50148,2016,1247.1613,4,1,21,5,2005
50149,2016,1280.2174,4,1,21,5,2009
50150,2016,1247.0454,4,1,21,5,2008
50151,2016,1190.4814,4,1,21,5,2007
50152,2016,1159.3636,4,1,21,5,2008
50153,2016,1191.8,2,0,21,5,0
50154,2016,1298.3636,5,1,22,5,2007
50155,2016,1182.3334,4,1,22,5,2008
50156,2016,1190.762,4,1,22,5,2012
50157,2016,1065.9166,4,1,22,5,2008
50158,2016,1147.5555,2,0,23,5,0
50159,2016,1193.6333,2,0,23,5,0
50160,2016,1205.28,4,1,23,5,2011
50161,2016,1232.6552,4,1,23,5,2012
50162,2016,1184.9642,4,1,23,5,2008
50163,2016,1196.2858,2,0,23,5,0
50164,2016,1217.7407,2,0,23,5,0
50165,2016,1328.7241,4,1,24,5,2007
50166,2016,1216.9678,2,0,24,5,0
50167,2016,1052.3462,2,0,24,5,0
50168,2016,1222.8334,4,1,24,5,2010
50169,2016,1212.5927,2,0,24,5,0
50170,2016,1108.5834,2,0,24,5,0
50171,2016,1102.3572,2,0,24,5,0
50172,2016,987.83331,2,0,25,5,0
50173,2016,1095.3226,4,1,25,5,2006
50174,2016,1110.3334,2,0,25,5,0
50175,2016,1069.375,2,0,25,5,0
50176,2016,1079.4517,2,0,25,5,0
50177,2016,1086.3914,2,0,25,5,0
50178,2016,1138.8621,4,1,25,5,2005
50179,2016,1040.0454,2,0,26,5,0
50180,2016,1140.2258,4,1,26,5,2005
50181,2016,1108.381,4,1,26,5,2006
50182,2016,1136,2,0,26,5,0
50183,2016,1069.7,2,0,26,5,0
50184,2016,1134.9667,2,0,26,5,0
50185,2016,1169.9667,2,0,26,5,0
50186,2016,1121.8096,4,1,27,5,2007
50187,2016,1220.12,2,0,27,5,0
50188,2016,1103.2084,4,1,27,5,2004
50189,2016,1214.75,4,1,27,5,2012
50190,2016,1156.16,2,0,27,5,0
50191,2016,1091.7727,4,1,28,5,2012
50192,2016,1167.8572,2,0,28,5,0
50193,2016,1203.2069,4,1,28,5,2007
50194,2016,1132.2727,2,0,28,5,0
50195,2016,1281.5601,4,1,29,5,2007
50196,2016,1279.7667,4,1,29,5,2006
50197,2016,1213.4615,4,1,29,5,2008
50198,2016,1080.5714,2,0,29,5,0
50199,2016,1183.4399,2,0,30,5,0
50200,2016,1317.6897,4,1,30,5,2012
50201,2016,1252.1072,4,1,30,5,2008
50202,2016,1116.6786,2,0,30,5,0
50203,2016,1196.4348,2,0,30,5,0
50204,2016,1247.8096,4,1,30,5,2008
50205,2016,1278.6957,2,0,30,5,0
